# started on Thu Mar  8 18:08:10 2018

     0.010166245,178974,,L1-dcache-load-misses,7380213,100.00,,,,
     0.010166245,12802003,,instructions,7836535,100.00,,,,
     0.020430129,257888,,L1-dcache-load-misses,9274538,100.00,,,,
     0.020430129,24919365,,instructions,9282207,100.00,,,,
     0.032477370,128588,,L1-dcache-load-misses,8973249,100.00,,,,
     0.032477370,16529016,,instructions,8973249,100.00,,,,
     0.042642848,183,,L1-dcache-load-misses,6734817,100.00,,,,
     0.042642848,3874,,instructions,6734817,100.00,,,,
     0.052827294,<not counted>,,L1-dcache-load-misses,5387853,100.00,,,,
     0.052827294,<not counted>,,instructions,5387853,100.00,,,,
     0.063018586,<not counted>,,L1-dcache-load-misses,4489878,100.00,,,,
     0.063018586,<not counted>,,instructions,4489878,100.00,,,,
     0.073127218,<not counted>,,L1-dcache-load-misses,3848466,100.00,,,,
     0.073127218,<not counted>,,instructions,3848466,100.00,,,,
     0.084015986,<not counted>,,L1-dcache-load-misses,3367408,100.00,,,,
     0.084015986,<not counted>,,instructions,3367408,100.00,,,,
     0.094122114,<not counted>,,L1-dcache-load-misses,2993252,100.00,,,,
     0.094122114,<not counted>,,instructions,2993252,100.00,,,,
     0.104276648,<not counted>,,L1-dcache-load-misses,2693926,100.00,,,,
     0.104276648,<not counted>,,instructions,2693926,100.00,,,,
     0.114388147,<not counted>,,L1-dcache-load-misses,2449024,100.00,,,,
     0.114388147,<not counted>,,instructions,2449024,100.00,,,,
     0.124509231,<not counted>,,L1-dcache-load-misses,2244938,100.00,,,,
     0.124509231,<not counted>,,instructions,2244938,100.00,,,,
     0.134636172,62472,,L1-dcache-load-misses,2287396,100.00,,,,
     0.134636172,1866613,,instructions,2287814,100.00,,,,
     0.144771025,11584,,L1-dcache-load-misses,2164610,100.00,,,,
     0.144771025,425523,,instructions,2164610,100.00,,,,
     0.154944475,<not counted>,,L1-dcache-load-misses,2020303,100.00,,,,
     0.154944475,<not counted>,,instructions,2020303,100.00,,,,
     0.165281060,<not counted>,,L1-dcache-load-misses,1894034,100.00,,,,
     0.165281060,<not counted>,,instructions,1894034,100.00,,,,
     0.175409702,<not counted>,,L1-dcache-load-misses,1782620,100.00,,,,
     0.175409702,<not counted>,,instructions,1782620,100.00,,,,
     0.185628158,<not counted>,,L1-dcache-load-misses,1683585,100.00,,,,
     0.185628158,<not counted>,,instructions,1683585,100.00,,,,
     0.195815014,<not counted>,,L1-dcache-load-misses,1594976,100.00,,,,
     0.195815014,<not counted>,,instructions,1594976,100.00,,,,
     0.205937540,<not counted>,,L1-dcache-load-misses,1515227,100.00,,,,
     0.205937540,<not counted>,,instructions,1515227,100.00,,,,
     0.216056386,<not counted>,,L1-dcache-load-misses,1443073,100.00,,,,
     0.216056386,<not counted>,,instructions,1443073,100.00,,,,
     0.226179574,<not counted>,,L1-dcache-load-misses,1377479,100.00,,,,
     0.226179574,<not counted>,,instructions,1377479,100.00,,,,
     0.236633579,<not counted>,,L1-dcache-load-misses,1317588,100.00,,,,
     0.236633579,<not counted>,,instructions,1317588,100.00,,,,
     0.246793755,<not counted>,,L1-dcache-load-misses,1262689,100.00,,,,
     0.246793755,<not counted>,,instructions,1262689,100.00,,,,
     0.256912324,<not counted>,,L1-dcache-load-misses,1212181,100.00,,,,
     0.256912324,<not counted>,,instructions,1212181,100.00,,,,
     0.267532983,<not counted>,,L1-dcache-load-misses,1165559,100.00,,,,
     0.267532983,<not counted>,,instructions,1165559,100.00,,,,
     0.277664133,<not counted>,,L1-dcache-load-misses,1122390,100.00,,,,
     0.277664133,<not counted>,,instructions,1122390,100.00,,,,
     0.287786088,<not counted>,,L1-dcache-load-misses,1082305,100.00,,,,
     0.287786088,<not counted>,,instructions,1082305,100.00,,,,
     0.297914974,<not counted>,,L1-dcache-load-misses,1044984,100.00,,,,
     0.297914974,<not counted>,,instructions,1044984,100.00,,,,
     0.308058170,<not counted>,,L1-dcache-load-misses,1010151,100.00,,,,
     0.308058170,<not counted>,,instructions,1010151,100.00,,,,
     0.318306379,<not counted>,,L1-dcache-load-misses,977565,100.00,,,,
     0.318306379,<not counted>,,instructions,977565,100.00,,,,
     0.328448862,<not counted>,,L1-dcache-load-misses,947017,100.00,,,,
     0.328448862,<not counted>,,instructions,947017,100.00,,,,
     0.338620849,<not counted>,,L1-dcache-load-misses,918319,100.00,,,,
     0.338620849,<not counted>,,instructions,918319,100.00,,,,
     0.348813650,<not counted>,,L1-dcache-load-misses,891310,100.00,,,,
     0.348813650,<not counted>,,instructions,891310,100.00,,,,
     0.358927840,<not counted>,,L1-dcache-load-misses,865844,100.00,,,,
     0.358927840,<not counted>,,instructions,865844,100.00,,,,
     0.369049935,<not counted>,,L1-dcache-load-misses,841792,100.00,,,,
     0.369049935,<not counted>,,instructions,841792,100.00,,,,
