Timestamp,L1-dcache-load-misses,instructions
     3.178575844,0,0
     3.188682076,0,0
     3.198791421,0,0
     3.208906623,0,0
     3.219015378,0,0
     3.229124256,0,0
     3.239233318,0,0
     3.249341625,0,0
     3.259461100,0,0
     3.269572491,0,0
     3.279678200,0,0
     3.289787091,0,0
     3.299891148,0,0
     3.309993877,0,0
     3.320093921,0,0
     3.330197487,0,0
     3.340298005,0,0
     3.350400071,0,0
     3.360508337,0,0
     3.370610403,0,0
     3.380711514,0,0
     3.390818080,0,0
     3.400918611,0,0
     3.411036567,0,0
     3.421140191,0,0
     3.431243199,0,0
     3.441344906,0,0
     3.451446874,0,0
     3.461561907,0,0
     3.471678346,0,0
     3.481783456,0,0
     3.491889398,0,0
     3.501992427,0,0
     3.512092637,0,0
     3.522197619,0,0
     3.532299997,0,0
     3.542403059,0,0
     3.552506900,0,0
     3.562617022,0,0
     3.572720656,0,0
     3.582824975,0,0
     3.592928510,0,0
     3.603032890,0,0
     3.613135723,0,0
     3.623240482,0,0
     3.633346991,0,0
     3.643452944,0,0
     3.653553764,0,0
     3.663659590,0,0
     3.673765530,0,0
     3.683874698,0,0
     3.693988943,0,0
     3.704098543,0,0
     3.714214310,0,0
     3.724326732,0,0
     3.734422645,0,0
     3.744518484,0,0
     3.754613105,0,0
     3.764715127,0,0
     3.774817760,0,0
     3.784929069,0,0
     3.795039187,0,0
     3.805146520,0,0
     3.815244181,0,0
     3.825338634,0,0
     3.835433882,0,0
     3.845531090,0,0
     3.855625652,0,0
     3.865725472,0,0
     3.875819404,0,0
     3.885917073,0,0
     3.896011132,0,0
     3.906102715,0,0
     3.916196348,0,0
     3.926291483,0,0
     3.936384611,0,0
     3.946480204,0,0
     3.956574645,0,0
     3.966679292,0,0
     3.976772722,0,0
     3.986874413,0,0
     3.996986544,0,0
     4.007084023,0,0
     4.017179276,0,0
     4.027287154,0,0
     4.037382124,0,0
     4.047475327,0,0
     4.057569016,0,0
     4.067673829,0,0
     4.077775017,0,0
     4.087865423,0,0
     4.097956878,0,0
     4.108049544,0,0
     4.118141517,0,0
     4.128235473,0,0
     4.138329924,0,0
     4.148427899,0,0
     4.158525896,0,0
     4.168632807,0,0
     4.178735675,0,0
     4.188833637,0,0
     4.198928338,0,0
     4.209024409,0,0
     4.219117753,0,0
     4.229212116,0,0
     4.239303567,0,0
     4.249396235,0,0
     4.259490945,0,0
     4.269591612,0,0
     4.279687742,0,0
     4.289781759,0,0
     4.299875239,0,0
     4.309966756,0,0
     4.320056519,0,0
     4.330147980,0,0
     4.340254127,0,0
     4.350347695,0,0
     4.360440815,0,0
     4.370538867,0,0
     4.380632342,0,0
     4.390732410,0,0
     4.400833788,0,0
     4.410931480,0,0
     4.421028273,0,0
     4.431129289,0,0
     4.441227686,0,0
     4.451329908,0,0
     4.461432498,0,0
     4.471554361,0,0
     4.481659083,0,0
     4.491741888,0,0
     4.501839485,0,0
     4.511938759,0,0
     4.522033782,0,0
     4.532128377,0,0
     4.542228421,0,0
     4.552327083,0,0
     4.562422624,0,0
     4.572527953,0,0
     4.582635384,0,0
     4.592758155,0,0
     4.602871976,0,0
     4.612970421,0,0
     4.623069254,0,0
     4.633169770,0,0
     4.643267322,0,0
     4.653380002,0,0
     4.663480497,0,0
     4.673583039,0,0
     4.683676156,0,0
     4.693769662,0,0
     4.703861704,0,0
     4.713956365,0,0
     4.724047182,0,0
     4.734140010,0,0
     4.744231820,0,0
     4.754324773,0,0
     4.764419892,0,0
     4.774527750,0,0
     4.784629148,0,0
     4.794743281,0,0
     4.804850516,0,0
     4.814958027,0,0
     4.825054309,0,0
     4.835149792,0,0
     4.845241883,0,0
     4.855333515,0,0
     4.865430017,0,0
     4.875535228,0,0
     4.885640434,0,0
     4.895792124,0,0
     4.905887720,0,0
     4.915979670,0,0
     4.926071740,0,0
     4.936169815,0,0
     4.946271839,0,0
     4.956372590,0,0
     4.966500104,0,0
     4.976607008,0,0
     4.986706534,0,0
     4.996810378,0,0
     5.006904273,0,0
     5.016997446,0,0
     5.027090141,0,0
     5.037183340,0,0
     5.047277435,0,0
     5.057371899,0,0
     5.067468160,0,0
     5.077574262,0,0
     5.087673017,0,0
     5.097775283,0,0
     5.107893562,0,0
     5.118006670,0,0
     5.128101596,0,0
     5.138193474,0,0
     5.148285690,0,0
     5.158380334,0,0
     5.168475931,0,0
     5.178580926,0,0
     5.188676492,0,0
     5.198768072,0,0
     5.208862909,0,0
     5.218956381,0,0
     5.229049294,0,0
     5.239143404,0,0
     5.249235451,0,0
     5.259328952,0,0
     5.269423927,0,0
     5.279541756,0,0
     5.289638169,0,0
     5.299737448,0,0
     5.309833063,0,0
     5.319923565,0,0
     5.330015797,0,0
     5.340108788,0,0
     5.350204956,0,0
     5.360297927,0,0
     5.370399495,0,0
     5.380506919,0,0
     5.390601883,0,0
     5.400697156,0,0
     5.410792530,0,0
     5.420890759,0,0
     5.430987116,0,0
     5.441090424,0,0
     5.451219788,0,0
     5.461345572,0,0
     5.471463895,0,0
     5.481571670,0,0
     5.491669187,0,0
     5.501765140,0,0
     5.511861302,0,0
     5.521954921,0,0
     5.532052721,0,0
     5.542162294,0,0
     5.552260840,0,0
     5.562357548,0,0
     5.572461403,0,0
     5.582607933,0,0
     5.592728694,0,0
     5.602847938,0,0
     5.612951263,0,0
     5.623050927,0,0
     5.633150786,0,0
     5.643257135,0,0
     5.653371153,0,0
     5.663472441,0,0
     5.673576634,0,0
     5.683692310,0,0
     5.693810257,0,0
     5.703909950,0,0
     5.714012602,0,0
     5.724110978,0,0
     5.734215584,0,0
     5.744321324,0,0
     5.754424706,0,0
     5.764527050,0,0
     5.774628754,0,0
     5.784741358,0,0
     5.794853289,0,0
     5.804973385,0,0
     5.815086374,0,0
     5.825191738,0,0
     5.835297020,0,0
     5.845401678,0,0
     5.855520933,0,0
     5.865643819,0,0
     5.875752065,0,0
     5.885869367,0,0
     5.895986128,0,0
     5.906097887,0,0
     5.916204785,0,0
     5.926308451,0,0
     5.936415675,0,0
     5.946521929,0,0
     5.956631322,0,0
     5.966754416,0,0
     5.976884439,0,0
     5.987002432,0,0
     5.997120590,0,0
     6.007252251,0,0
     6.017381865,0,0
     6.027515210,0,0
     6.037652666,0,0
     6.047763375,0,0
     6.057904772,0,0
     6.068036235,0,0
     6.078163484,0,0
     6.088290327,0,0
     6.098407318,0,0
     6.108526018,0,0
     6.118641605,0,0
     6.128749707,0,0
     6.138848218,0,0
     6.148948011,0,0
     6.159051764,0,0
     6.169154581,0,0
     6.179267457,0,0
     6.189384835,0,0
     6.199489861,0,0
     6.209616579,0,0
     6.219720361,0,0
     6.229829599,0,0
     6.239931521,0,0
     6.250037605,0,0
     6.260143238,0,0
     6.270264561,0,0
     6.280372507,0,0
     6.290487547,0,0
     6.300598692,0,0
     6.310719741,0,0
     6.320827816,0,0
     6.330934372,0,0
     6.341043012,0,0
     6.351147729,0,0
     6.361250069,0,0
     6.371353602,0,0
     6.381458786,0,0
     6.391585420,0,0
     6.401709903,0,0
     6.411825583,0,0
     6.421936320,0,0
     6.432040763,0,0
     6.442147100,0,0
     6.452260211,0,0
     6.462392674,0,0
     6.472517679,0,0
     6.482628890,0,0
     6.492747544,0,0
     6.502867913,0,0
     6.512980791,0,0
     6.523108347,0,0
     6.533214633,0,0
     6.543324851,0,0
     6.553434188,0,0
     6.563543558,0,0
     6.573658666,0,0
     6.583754024,0,0
     6.593884762,0,0
     6.604005867,0,0
     6.614122876,0,0
     6.624230256,0,0
     6.634339587,0,0
     6.644447562,0,0
     6.654563016,0,0
     6.664677869,0,0
     6.674794460,0,0
     6.684910563,0,0
     6.695036641,0,0
     6.705152868,0,0
     6.715271904,0,0
     6.725390055,0,0
     6.735506708,0,0
     6.745622704,0,0
     6.755752174,0,0
     6.765889164,0,0
     6.776009646,0,0
     6.786137562,0,0
     6.796269841,0,0
     6.806397590,0,0
     6.816541081,0,0
     6.826693349,0,0
     6.836856230,3982,76722
     6.846997927,0,0
     6.857148013,0,0
     6.867297985,0,0
     6.877452138,0,0
     6.887598890,0,0
     6.897815587,0,0
     6.907936553,0,0
     6.918205887,0,0
     6.928467747,0,0
     6.938824207,0,0
     6.949182617,0,0
     6.959546348,0,0
     6.969906908,0,0
     6.980191035,0,0
     6.990436016,0,0
     7.000634905,0,0
     7.010823215,0,0
     7.021012543,0,0
     7.031201042,0,0
     7.041391677,0,0
     7.051577015,0,0
     7.061765994,0,0
     7.072063722,0,0
     7.082426327,0,0
     7.092795908,0,0
     7.103171114,0,0
     7.113541648,0,0
     7.123907154,0,0
     7.134211848,0,0
     7.144442716,12419,227795
     7.154601706,3055,50166
     7.164862077,0,0
     7.175196515,0,0
     7.185425724,0,0
     7.195653572,0,0
     7.206146979,0,0
     7.216400364,0,0
     7.226515283,0,0
     7.236636026,1350,31826
     7.246757657,0,0
     7.256870392,0,0
     7.266977720,0,0
     7.277103252,0,0
     7.287249423,0,0
     7.297521136,0,0
     7.307802649,0,0
     7.318049255,0,0
     7.328263339,0,0
     7.338384554,0,0
     7.348573493,0,0
     7.358735177,0,0
     7.368896749,0,0
     7.379017406,0,0
     7.389136217,0,0
     7.399335878,0,0
     7.409459723,0,0
     7.419569072,0,0
     7.429788006,0,0
     7.439935911,0,0
     7.450126269,0,0
     7.460276510,0,0
     7.470475512,0,0
     7.480609428,0,0
     7.490818261,0,0
     7.501101002,0,0
     7.511248721,0,0
     7.521535088,0,0
     7.530724597,105667,4612329
